author_id,dist
2427,"[0.013358778625954198, 0.2538167938931298, 0.022900763358778626, 0.1297709923664122, 0.003816793893129771, 0.5763358778625954]"
287,"[0.0, 0.2, 0.13333333333333333, 0.0, 0.06666666666666667, 0.6]"
2820,"[0.0, 0.06282722513089005, 0.005235602094240838, 0.005235602094240838, 0.0, 0.9267015706806283]"
1914,"[0.2222222222222222, 0.0, 0.14814814814814814, 0.0, 0.0, 0.6296296296296297]"
372,"[0.11929824561403508, 0.22105263157894736, 0.03508771929824561, 0.0456140350877193, 0.010526315789473684, 0.5684210526315789]"
2946,"[0.08253094910591471, 0.24346629986244842, 0.0, 0.0, 0.052269601100412656, 0.6217331499312242]"
2503,"[0.14285714285714285, 0.07792207792207792, 0.07792207792207792, 0.025974025974025976, 0.1038961038961039, 0.5714285714285714]"
1465,"[0.04285714285714286, 0.05714285714285714, 0.007142857142857143, 0.0, 0.0, 0.8928571428571429]"
2605,"[0.12415349887133183, 0.17381489841986456, 0.17832957110609482, 0.06997742663656885, 0.056433408577878104, 0.3972911963882618]"
917,"[0.06349206349206349, 0.2751322751322751, 0.0, 0.047619047619047616, 0.009259259259259259, 0.6044973544973545]"
45,"[0.09803921568627451, 0.049019607843137254, 0.049019607843137254, 0.06862745098039216, 0.08823529411764706, 0.6470588235294118]"
2615,"[0.22727272727272727, 0.045454545454545456, 0.0, 0.0, 0.0, 0.7272727272727273]"
1816,"[0.019646799116997793, 0.11611479028697572, 0.24922737306843268, 0.10264900662251655, 0.08785871964679912, 0.42450331125827817]"
2402,"[0.0, 0.0, 0.45, 0.0, 0.0, 0.55]"
1613,"[0.06, 0.12, 0.0, 0.17, 0.1, 0.55]"
3324,"[0.25, 0.03571428571428571, 0.0, 0.0, 0.03571428571428571, 0.6785714285714286]"
1248,"[0.10793650793650794, 0.044444444444444446, 0.03650793650793651, 0.19682539682539682, 0.012698412698412698, 0.6015873015873016]"
2291,"[0.14791666666666667, 0.20541666666666666, 0.04041666666666666, 0.02666666666666667, 0.012083333333333333, 0.5675]"
1250,"[0.02857142857142857, 0.06938775510204082, 0.00816326530612245, 0.004081632653061225, 0.10204081632653061, 0.7877551020408163]"
992,"[0.029082774049217, 0.006711409395973154, 0.27740492170022374, 0.0, 0.0, 0.6868008948545862]"
2869,"[0.2777777777777778, 0.32098765432098764, 0.06790123456790123, 0.06790123456790123, 0.012345679012345678, 0.25308641975308643]"
2270,"[0.38461538461538464, 0.19230769230769232, 0.038461538461538464, 0.038461538461538464, 0.0, 0.34615384615384615]"
2675,"[0.0477326968973747, 0.21400159108989658, 0.035003977724741446, 0.018297533810660304, 0.030230708035003977, 0.654733492442323]"
1506,"[0.8512195121951219, 0.01707317073170732, 0.0, 0.012195121951219513, 0.0, 0.11951219512195121]"
1189,"[0.16666666666666666, 0.0, 0.05555555555555555, 0.05555555555555555, 0.1111111111111111, 0.6111111111111112]"
3051,"[0.03545051698670606, 0.0029542097488921715, 0.689807976366322, 0.01624815361890694, 0.05465288035450517, 0.20088626292466766]"
3140,"[0.09364548494983277, 0.05016722408026756, 0.28762541806020064, 0.030100334448160536, 0.020066889632107024, 0.5183946488294314]"
2544,"[0.17427385892116182, 0.04564315352697095, 0.04149377593360996, 0.0, 0.0, 0.7385892116182573]"
339,"[0.0, 0.0, 0.12, 0.0, 0.0, 0.88]"
3322,"[0.616504854368932, 0.06310679611650485, 0.019417475728155338, 0.05825242718446602, 0.009708737864077669, 0.23300970873786409]"
328,"[0.022988505747126436, 0.0, 0.0, 0.011494252873563218, 0.8333333333333334, 0.13218390804597702]"
3368,"[0.49508196721311476, 0.04918032786885246, 0.009836065573770493, 0.01639344262295082, 0.04918032786885246, 0.380327868852459]"
1550,"[0.1843817787418655, 0.028199566160520606, 0.008676789587852495, 0.0455531453362256, 0.05856832971800434, 0.6746203904555315]"
3295,"[0.4430769230769231, 0.13846153846153847, 0.018461538461538463, 0.19076923076923077, 0.006153846153846154, 0.20307692307692307]"
722,"[0.007551240560949299, 0.08629989212513485, 0.2912621359223301, 0.04638619201725998, 0.0010787486515641855, 0.5674217907227616]"
128,"[0.044463818657367045, 0.05056669572798605, 0.1857018308631212, 0.03312990409764603, 0.025283347863993024, 0.6608544027898866]"
1296,"[0.15427974947807932, 0.049269311064718165, 0.1757828810020877, 0.007306889352818371, 0.044467640918580374, 0.5688935281837161]"
426,"[0.32592592592592595, 0.007407407407407408, 0.0, 0.0, 0.06666666666666667, 0.6]"
2964,"[0.09420289855072464, 0.057971014492753624, 0.2971014492753623, 0.028985507246376812, 0.028985507246376812, 0.4927536231884058]"
3125,"[0.04011461318051576, 0.14040114613180515, 0.0057306590257879654, 0.0028653295128939827, 0.04011461318051576, 0.7707736389684814]"
2548,"[0.005773672055427252, 0.3083140877598152, 0.004618937644341801, 0.0, 0.10623556581986143, 0.5750577367205543]"
2864,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
998,"[0.0, 0.007194244604316547, 0.09352517985611511, 0.0, 0.03597122302158273, 0.8633093525179856]"
1263,"[0.34959349593495936, 0.07317073170731707, 0.08130081300813008, 0.016260162601626018, 0.024390243902439025, 0.45528455284552843]"
3561,"[0.016304347826086956, 0.19021739130434784, 0.021739130434782608, 0.03260869565217391, 0.16847826086956522, 0.5706521739130435]"
2367,"[0.2, 0.0, 0.0, 0.0, 0.0, 0.8]"
275,"[0.03783783783783784, 0.1873873873873874, 0.4702702702702703, 0.0036036036036036037, 0.0, 0.3009009009009009]"
3005,"[0.14497920380273321, 0.09566250742721331, 0.0106951871657754, 0.3036244800950683, 0.0023767082590612004, 0.44266191325014853]"
3103,"[0.0, 0.038461538461538464, 0.038461538461538464, 0.0, 0.008547008547008548, 0.9145299145299145]"
809,"[0.13266041816870944, 0.003604902667627974, 0.0021629416005767843, 0.5306416726748377, 0.007930785868781542, 0.32299927901946646]"
2102,"[0.006481481481481481, 0.027777777777777776, 0.032407407407407406, 0.020370370370370372, 0.007407407407407408, 0.9055555555555556]"
1542,"[0.1310344827586207, 0.15862068965517243, 0.020689655172413793, 0.19310344827586207, 0.09655172413793103, 0.4]"
116,"[0.01652892561983471, 0.0, 0.5454545454545454, 0.0, 0.1322314049586777, 0.30578512396694213]"
2041,"[0.25, 0.0, 0.0, 0.0, 0.0, 0.75]"
1606,"[0.0196078431372549, 0.0196078431372549, 0.0, 0.058823529411764705, 0.0, 0.9019607843137255]"
3337,"[0.08333333333333333, 0.0, 0.16666666666666666, 0.0, 0.5833333333333334, 0.16666666666666666]"
760,"[0.1457286432160804, 0.035175879396984924, 0.0, 0.04020100502512563, 0.06532663316582915, 0.7135678391959799]"
333,"[0.15555555555555556, 0.0, 0.0, 0.0, 0.06666666666666667, 0.7777777777777778]"
430,"[0.20935960591133004, 0.009852216748768473, 0.3645320197044335, 0.0, 0.0024630541871921183, 0.41379310344827586]"
1036,"[0.021739130434782608, 0.10326086956521739, 0.2717391304347826, 0.05434782608695652, 0.08695652173913043, 0.46195652173913043]"
390,"[0.004340962904498816, 0.008681925808997633, 0.0003946329913180742, 0.0023677979479084454, 0.15706393054459353, 0.8271507498026835]"
2776,"[0.14903846153846154, 0.02403846153846154, 0.004807692307692308, 0.04807692307692308, 0.03365384615384615, 0.7403846153846154]"
170,"[0.13773584905660377, 0.033962264150943396, 0.038679245283018866, 0.04339622641509434, 0.01509433962264151, 0.7311320754716981]"
3081,"[0.3702865761689291, 0.02790346907993967, 0.02564102564102564, 0.0, 0.06033182503770739, 0.5158371040723982]"
3459,"[0.027818448023426062, 0.03513909224011713, 0.6281112737920937, 0.03367496339677892, 0.004392386530014641, 0.2708638360175695]"
1904,"[0.796875, 0.046875, 0.0, 0.0, 0.0, 0.15625]"
1335,"[0.32463768115942027, 0.1681159420289855, 0.0, 0.1072463768115942, 0.0, 0.4]"
2638,"[0.20474137931034483, 0.020474137931034482, 0.33189655172413796, 0.014008620689655173, 0.010775862068965518, 0.41810344827586204]"
1017,"[0.11204481792717087, 0.2605042016806723, 0.06442577030812324, 0.03361344537815126, 0.047619047619047616, 0.48179271708683474]"
3594,"[0.8666666666666667, 0.013333333333333334, 0.0, 0.0, 0.0, 0.12]"
3553,"[0.06274509803921569, 0.047058823529411764, 0.16470588235294117, 0.0, 0.054901960784313725, 0.6705882352941176]"
1044,"[0.0, 0.3188405797101449, 0.050724637681159424, 0.043478260869565216, 0.021739130434782608, 0.5652173913043478]"
239,"[0.774468085106383, 0.0, 0.00425531914893617, 0.01276595744680851, 0.0, 0.20851063829787234]"
1715,"[0.00702576112412178, 0.0, 0.0, 0.0, 0.0, 0.9929742388758782]"
3026,"[0.31862745098039214, 0.08823529411764706, 0.014705882352941176, 0.024509803921568627, 0.0, 0.553921568627451]"
1810,"[0.08624708624708624, 0.0, 0.0, 0.018648018648018648, 0.5431235431235432, 0.351981351981352]"
3370,"[0.24791265253692998, 0.22029543994861914, 0.054592164418754016, 0.014771997430956968, 0.025048169556840076, 0.4373795761078998]"
2380,"[0.7058823529411765, 0.0, 0.0, 0.0, 0.0, 0.29411764705882354]"
767,"[0.03164556962025317, 0.06329113924050633, 0.006329113924050633, 0.0, 0.006329113924050633, 0.8924050632911392]"
3256,"[0.08333333333333333, 0.0, 0.4166666666666667, 0.0, 0.0, 0.5]"
1211,"[0.2585034013605442, 0.07142857142857142, 0.027210884353741496, 0.23129251700680273, 0.030612244897959183, 0.38095238095238093]"
2805,"[0.08870967741935484, 0.12634408602150538, 0.0, 0.002688172043010753, 0.0, 0.782258064516129]"
1510,"[0.3220338983050847, 0.0423728813559322, 0.0, 0.0, 0.025423728813559324, 0.6101694915254238]"
802,"[0.0, 0.019417475728155338, 0.0, 0.0, 0.0, 0.9805825242718447]"
2243,"[0.05739732805541811, 0.24888668975754577, 0.02028698664027709, 0.051459673428995545, 0.013854527461652647, 0.6081147946561108]"
3313,"[0.12568306010928962, 0.0947176684881603, 0.007285974499089253, 0.23497267759562843, 0.2786885245901639, 0.2586520947176685]"
1485,"[0.017889087656529516, 0.014311270125223614, 0.044722719141323794, 0.07155635062611806, 0.5831842576028623, 0.26833631484794274]"
3317,"[0.625, 0.0033783783783783786, 0.0, 0.02027027027027027, 0.0, 0.35135135135135137]"
2173,"[0.00842358604091456, 0.01684717208182912, 0.19614921780986763, 0.0, 0.018050541516245487, 0.7605294825511432]"
1407,"[0.4100877192982456, 0.0, 0.0, 0.0, 0.13815789473684212, 0.4517543859649123]"
2627,"[0.6132075471698113, 0.0, 0.018867924528301886, 0.0, 0.0, 0.36792452830188677]"
144,"[0.17567567567567569, 0.0945945945945946, 0.10135135135135136, 0.060810810810810814, 0.12162162162162163, 0.44594594594594594]"
386,"[0.1946564885496183, 0.04198473282442748, 0.12213740458015267, 0.022900763358778626, 0.003816793893129771, 0.6145038167938931]"
1572,"[0.7301587301587301, 0.013227513227513227, 0.015873015873015872, 0.0, 0.0, 0.24074074074074073]"
432,"[0.10836277974087162, 0.05653710247349823, 0.012956419316843345, 0.07420494699646643, 0.023557126030624265, 0.7243816254416962]"
2943,"[0.0, 0.0, 0.4576271186440678, 0.0, 0.0, 0.5423728813559322]"
381,"[0.21380846325167038, 0.053452115812917596, 0.2984409799554566, 0.024498886414253896, 0.013363028953229399, 0.39643652561247217]"
3626,"[0.125, 0.026442307692307692, 0.002403846153846154, 0.007211538461538462, 0.007211538461538462, 0.8317307692307693]"
492,"[0.045454545454545456, 0.13636363636363635, 0.13636363636363635, 0.09090909090909091, 0.0, 0.5909090909090909]"
2099,"[0.5490196078431373, 0.0, 0.036414565826330535, 0.05322128851540616, 0.0, 0.36134453781512604]"
3000,"[0.26666666666666666, 0.06666666666666667, 0.06666666666666667, 0.2, 0.0, 0.4]"
3144,"[0.002232142857142857, 0.10044642857142858, 0.18526785714285715, 0.08928571428571429, 0.25, 0.37276785714285715]"
3451,"[0.0, 0.022727272727272728, 0.8863636363636364, 0.0, 0.0, 0.09090909090909091]"
281,"[0.1, 0.0375, 0.225, 0.05, 0.0, 0.5875]"
1504,"[0.4358974358974359, 0.0, 0.1282051282051282, 0.20512820512820512, 0.0, 0.23076923076923078]"
6,"[0.12625250501002003, 0.028056112224448898, 0.02404809619238477, 0.036072144288577156, 0.0, 0.7855711422845691]"
595,"[0.17391304347826086, 0.0, 0.17391304347826086, 0.0, 0.0, 0.6521739130434783]"
2669,"[0.2857142857142857, 0.08, 0.02857142857142857, 0.06285714285714286, 0.011428571428571429, 0.5314285714285715]"
112,"[0.05263157894736842, 0.011695906432748537, 0.2807017543859649, 0.04678362573099415, 0.011695906432748537, 0.5964912280701754]"
1646,"[0.05442176870748299, 0.06575963718820861, 0.24036281179138322, 0.18140589569160998, 0.034013605442176874, 0.42403628117913833]"
1209,"[0.09457579972183588, 0.1780250347705146, 0.19749652294853964, 0.048678720445062586, 0.009735744089012517, 0.4714881780250348]"
3029,"[0.07142857142857142, 0.005494505494505495, 0.019230769230769232, 0.15384615384615385, 0.29395604395604397, 0.45604395604395603]"
3223,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1827,"[0.08176100628930817, 0.09224318658280922, 0.041928721174004195, 0.04821802935010482, 0.03563941299790356, 0.70020964360587]"
1630,"[0.1, 0.03333333333333333, 0.36666666666666664, 0.03333333333333333, 0.0, 0.4666666666666667]"
1277,"[0.02247191011235955, 0.033707865168539325, 0.10674157303370786, 0.0, 0.06741573033707865, 0.7696629213483146]"
1330,"[0.1118421052631579, 0.18640350877192982, 0.14912280701754385, 0.006578947368421052, 0.13157894736842105, 0.4144736842105263]"
10,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2466,"[0.0, 0.04661654135338346, 0.8466165413533835, 0.0, 0.0, 0.10676691729323308]"
1417,"[0.20707070707070707, 0.025252525252525252, 0.010101010101010102, 0.0, 0.010101010101010102, 0.7474747474747475]"
1010,"[0.03896103896103896, 0.0, 0.6753246753246753, 0.05194805194805195, 0.0, 0.23376623376623376]"
2045,"[0.07174887892376682, 0.06726457399103139, 0.21524663677130046, 0.3004484304932735, 0.0, 0.3452914798206278]"
1916,"[0.3898305084745763, 0.0, 0.576271186440678, 0.0, 0.0, 0.03389830508474576]"
408,"[0.026737967914438502, 0.2807486631016043, 0.08823529411764706, 0.058823529411764705, 0.034759358288770054, 0.5106951871657754]"
2906,"[0.24518966465090708, 0.12699285321605278, 0.131390874106652, 0.028037383177570093, 0.13908741066520067, 0.32930181418361737]"
1216,"[0.03418803418803419, 0.017094017094017096, 0.6367521367521367, 0.01282051282051282, 0.0, 0.29914529914529914]"
1065,"[0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666]"
1233,"[0.07653061224489796, 0.02295918367346939, 0.14795918367346939, 0.012755102040816327, 0.01020408163265306, 0.7295918367346939]"
2125,"[0.004975124378109453, 0.014925373134328358, 0.6915422885572139, 0.009950248756218905, 0.10945273631840796, 0.1691542288557214]"
703,"[0.06962025316455696, 0.06962025316455696, 0.3670886075949367, 0.0, 0.17088607594936708, 0.3227848101265823]"
348,"[0.048560135516657256, 0.31959345002823264, 0.26030491247882553, 0.03613777526821005, 0.038396386222473176, 0.29700734048560135]"
971,"[0.14337349397590363, 0.11566265060240964, 0.5590361445783133, 0.016867469879518072, 0.01566265060240964, 0.1493975903614458]"
1493,"[0.0423728813559322, 0.23728813559322035, 0.09322033898305085, 0.03389830508474576, 0.06497175141242938, 0.5282485875706214]"
174,"[0.4867109634551495, 0.03488372093023256, 0.02159468438538206, 0.013289036544850499, 0.026578073089700997, 0.4169435215946844]"
1238,"[0.004405286343612335, 0.16299559471365638, 0.03524229074889868, 0.31718061674008813, 0.05286343612334802, 0.42731277533039647]"
1582,"[0.23404255319148937, 0.0, 0.0425531914893617, 0.0, 0.3829787234042553, 0.3404255319148936]"
2492,"[0.02857142857142857, 0.20952380952380953, 0.0, 0.10476190476190476, 0.20952380952380953, 0.44761904761904764]"
1006,"[0.0, 0.0, 0.125, 0.0, 0.25, 0.625]"
1924,"[0.1421188630490956, 0.11369509043927649, 0.020671834625323, 0.046511627906976744, 0.5038759689922481, 0.1731266149870801]"
3446,"[0.010033444816053512, 0.08695652173913043, 0.16220735785953178, 0.043478260869565216, 0.07525083612040134, 0.6220735785953178]"
1960,"[0.15327102803738318, 0.39626168224299063, 0.056074766355140186, 0.028037383177570093, 0.09158878504672897, 0.27476635514018694]"
2705,"[0.3283582089552239, 0.0, 0.43283582089552236, 0.1044776119402985, 0.04477611940298507, 0.08955223880597014]"
3148,"[0.005813953488372093, 0.023255813953488372, 0.25872093023255816, 0.0, 0.040697674418604654, 0.6715116279069767]"
2213,"[0.0, 0.25, 0.0, 0.0, 0.0, 0.75]"
1675,"[0.31679389312977096, 0.007633587786259542, 0.2608142493638677, 0.019083969465648856, 0.20229007633587787, 0.19338422391857507]"
1166,"[0.11966604823747681, 0.07792207792207792, 0.14192949907235622, 0.027829313543599257, 0.14007421150278293, 0.49257884972170685]"
1767,"[0.04201680672268908, 0.07563025210084033, 0.6050420168067226, 0.012605042016806723, 0.008403361344537815, 0.25630252100840334]"
191,"[0.04406779661016949, 0.13898305084745763, 0.25084745762711863, 0.03728813559322034, 0.06440677966101695, 0.46440677966101696]"
54,"[0.5102040816326531, 0.061224489795918366, 0.2, 0.004081632653061225, 0.04897959183673469, 0.17551020408163265]"
254,"[0.4, 0.05, 0.05, 0.05, 0.1, 0.35]"
3274,"[0.011627906976744186, 0.2054263565891473, 0.4806201550387597, 0.13178294573643412, 0.007751937984496124, 0.16279069767441862]"
847,"[0.0, 0.034482758620689655, 0.0, 0.0, 0.0, 0.9655172413793104]"
1531,"[0.9444444444444444, 0.0, 0.0, 0.0, 0.0, 0.05555555555555555]"
3638,"[0.0006195786864931846, 0.2540272614622057, 0.0, 0.20074349442379183, 0.0, 0.5446096654275093]"
1200,"[0.46616541353383456, 0.0, 0.020050125313283207, 0.0, 0.02506265664160401, 0.48872180451127817]"
247,"[0.3118279569892473, 0.0967741935483871, 0.12903225806451613, 0.010752688172043012, 0.10752688172043011, 0.34408602150537637]"
1804,"[0.5308641975308642, 0.033950617283950615, 0.009259259259259259, 0.018518518518518517, 0.0, 0.4074074074074074]"
2596,"[0.4626865671641791, 0.05970149253731343, 0.07462686567164178, 0.11940298507462686, 0.0, 0.2835820895522388]"
1640,"[0.024054982817869417, 0.06529209621993128, 0.07216494845360824, 0.3127147766323024, 0.006872852233676976, 0.5189003436426117]"
2443,"[0.07981220657276995, 0.15492957746478872, 0.08450704225352113, 0.07511737089201878, 0.004694835680751174, 0.6009389671361502]"
586,"[0.0, 0.14468085106382977, 0.11063829787234042, 0.03829787234042553, 0.07234042553191489, 0.6340425531914894]"
2318,"[0.043478260869565216, 0.017391304347826087, 0.008695652173913044, 0.02608695652173913, 0.034782608695652174, 0.8695652173913043]"
1709,"[0.07993966817496229, 0.22624434389140272, 0.12066365007541478, 0.03167420814479638, 0.03619909502262444, 0.5052790346907994]"
413,"[0.045454545454545456, 0.045454545454545456, 0.0, 0.0, 0.0, 0.9090909090909091]"
2082,"[0.0, 0.0, 0.11914893617021277, 0.20851063829787234, 0.0, 0.6723404255319149]"
1170,"[0.17547892720306513, 0.08199233716475096, 0.08659003831417625, 0.016091954022988506, 0.03065134099616858, 0.6091954022988506]"
1240,"[0.06229508196721312, 0.009836065573770493, 0.07213114754098361, 0.0, 0.05901639344262295, 0.7967213114754098]"
605,"[0.07919463087248323, 0.0697986577181208, 0.35436241610738256, 0.0026845637583892616, 0.06711409395973154, 0.4268456375838926]"
877,"[0.05327868852459016, 0.26229508196721313, 0.020491803278688523, 0.0, 0.00819672131147541, 0.6557377049180327]"
2159,"[0.12269938650306748, 0.08588957055214724, 0.3006134969325153, 0.0, 0.018404907975460124, 0.4723926380368098]"
1009,"[0.02834008097165992, 0.07692307692307693, 0.01349527665317139, 0.05128205128205128, 0.0, 0.8299595141700404]"
3221,"[0.01, 0.0, 0.03, 0.0, 0.47, 0.49]"
1654,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1207,"[0.07058823529411765, 0.10588235294117647, 0.023529411764705882, 0.16470588235294117, 0.0, 0.6352941176470588]"
735,"[0.1694915254237288, 0.03389830508474576, 0.0, 0.01694915254237288, 0.05084745762711865, 0.7288135593220338]"
322,"[0.04794520547945205, 0.0410958904109589, 0.1232876712328767, 0.07534246575342465, 0.13013698630136986, 0.5821917808219178]"
52,"[0.29770992366412213, 0.005089058524173028, 0.44783715012722647, 0.007633587786259542, 0.04071246819338423, 0.2010178117048346]"
725,"[0.03980099502487562, 0.024875621890547265, 0.31840796019900497, 0.0, 0.0, 0.6169154228855721]"
2063,"[0.0, 0.09615384615384616, 0.2692307692307692, 0.15384615384615385, 0.0, 0.4807692307692308]"
2679,"[0.03260869565217391, 0.0, 0.0, 0.043478260869565216, 0.010869565217391304, 0.9130434782608695]"
25,"[0.11225806451612903, 0.13548387096774195, 0.1329032258064516, 0.05548387096774193, 0.03741935483870968, 0.5264516129032258]"
2276,"[0.8155825589706933, 0.0007147962830593281, 0.02215868477483917, 0.0, 0.010721944245889922, 0.15082201572551823]"
1734,"[0.0, 0.024691358024691357, 0.9012345679012346, 0.0, 0.0, 0.07407407407407407]"
3366,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2583,"[0.0, 0.0, 0.028985507246376812, 0.7391304347826086, 0.10144927536231885, 0.13043478260869565]"
576,"[0.053811659192825115, 0.10762331838565023, 0.008968609865470852, 0.04484304932735426, 0.17937219730941703, 0.6053811659192825]"
1159,"[0.5104895104895105, 0.0, 0.04895104895104895, 0.0, 0.02097902097902098, 0.4195804195804196]"
2366,"[0.12158808933002481, 0.20347394540942929, 0.05955334987593052, 0.007444168734491315, 0.1513647642679901, 0.456575682382134]"
3520,"[0.043726235741444866, 0.0741444866920152, 0.22433460076045628, 0.03231939163498099, 0.060836501901140684, 0.564638783269962]"
717,"[0.0, 0.0, 0.7651515151515151, 0.0, 0.0, 0.23484848484848486]"
55,"[0.01790633608815427, 0.3044077134986226, 0.06198347107438017, 0.0371900826446281, 0.0027548209366391185, 0.5757575757575758]"
911,"[0.036931818181818184, 0.07954545454545454, 0.014204545454545454, 0.011363636363636364, 0.06534090909090909, 0.7926136363636364]"
795,"[0.08641975308641975, 0.15432098765432098, 0.22839506172839505, 0.0, 0.0, 0.5308641975308642]"
1313,"[0.010869565217391304, 0.03260869565217391, 0.016304347826086956, 0.06521739130434782, 0.0, 0.875]"
1494,"[0.40099626400996263, 0.11457036114570361, 0.2129514321295143, 0.037359900373599, 0.0049813200498132005, 0.22914072229140722]"
642,"[0.09090909090909091, 0.050505050505050504, 0.020202020202020204, 0.010101010101010102, 0.0, 0.8282828282828283]"
3123,"[0.05405405405405406, 0.0, 0.3108108108108108, 0.033783783783783786, 0.02702702702702703, 0.5743243243243243]"
3057,"[0.011142061281337047, 0.011142061281337047, 0.0, 0.0, 0.9303621169916435, 0.04735376044568245]"
927,"[0.5136186770428015, 0.013618677042801557, 0.27626459143968873, 0.0, 0.0019455252918287938, 0.19455252918287938]"
1838,"[0.2680029695619896, 0.07126948775055679, 0.0066815144766146995, 0.0378619153674833, 0.17817371937639198, 0.43801039346696363]"
3438,"[0.0, 0.0, 0.46153846153846156, 0.0, 0.0, 0.5384615384615384]"
1021,"[0.0, 0.0, 0.05194805194805195, 0.1038961038961039, 0.7402597402597403, 0.1038961038961039]"
3418,"[0.03571428571428571, 0.14285714285714285, 0.3125, 0.0, 0.017857142857142856, 0.49107142857142855]"
520,"[0.09397163120567376, 0.09663120567375887, 0.014184397163120567, 0.0017730496453900709, 0.14804964539007093, 0.6453900709219859]"
2031,"[0.0, 0.0, 0.2, 0.0, 0.0, 0.8]"
3308,"[0.0, 0.015, 0.705, 0.0, 0.08, 0.2]"
48,"[0.08083140877598152, 0.07390300230946882, 0.3695150115473441, 0.0, 0.0, 0.47575057736720555]"
2696,"[0.20491803278688525, 0.01639344262295082, 0.0, 0.0, 0.00819672131147541, 0.7704918032786885]"
765,"[0.14285714285714285, 0.2857142857142857, 0.0, 0.0, 0.0, 0.5714285714285714]"
1413,"[0.001968503937007874, 0.14304461942257218, 0.6095800524934383, 0.0026246719160104987, 0.003937007874015748, 0.2388451443569554]"
2379,"[0.025373134328358207, 0.12208955223880597, 0.39880597014925373, 0.021194029850746268, 0.0955223880597015, 0.3370149253731343]"
1636,"[0.0945945945945946, 0.47072072072072074, 0.06756756756756757, 0.038288288288288286, 0.038288288288288286, 0.2905405405405405]"
2473,"[0.4669811320754717, 0.04481132075471698, 0.0330188679245283, 0.025943396226415096, 0.01650943396226415, 0.41273584905660377]"
2730,"[0.010159651669085631, 0.03483309143686502, 0.05079825834542816, 0.02177068214804064, 0.13497822931785197, 0.7474600870827286]"
2815,"[0.0, 0.09852216748768473, 0.35960591133004927, 0.07389162561576355, 0.0, 0.46798029556650245]"
327,"[0.1111111111111111, 0.2222222222222222, 0.0, 0.0, 0.0, 0.6666666666666666]"
513,"[0.06756756756756757, 0.28378378378378377, 0.14864864864864866, 0.06756756756756757, 0.013513513513513514, 0.4189189189189189]"
3492,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1244,"[0.14393939393939395, 0.0, 0.08333333333333333, 0.015151515151515152, 0.007575757575757576, 0.75]"
2317,"[0.1037037037037037, 0.1728395061728395, 0.0, 0.0, 0.009876543209876543, 0.7135802469135802]"
3403,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2895,"[0.6363636363636364, 0.0, 0.09090909090909091, 0.0, 0.18181818181818182, 0.09090909090909091]"
244,"[0.12195121951219512, 0.0, 0.0, 0.0, 0.0, 0.8780487804878049]"
1677,"[0.0, 0.15555555555555556, 0.6666666666666666, 0.0, 0.0, 0.17777777777777778]"
2187,"[0.16830065359477125, 0.0016339869281045752, 0.1977124183006536, 0.006535947712418301, 0.0, 0.6258169934640523]"
2690,"[0.0017482517482517483, 0.01013986013986014, 0.012237762237762238, 0.002797202797202797, 0.5125874125874126, 0.4604895104895105]"
424,"[0.020224719101123594, 0.30112359550561796, 0.0022471910112359553, 0.14831460674157304, 0.006741573033707865, 0.5213483146067416]"
3535,"[0.004807692307692308, 0.0, 0.7115384615384616, 0.0, 0.004807692307692308, 0.27884615384615385]"
2266,"[0.30612244897959184, 0.0, 0.0, 0.0, 0.0, 0.6938775510204082]"
2111,"[0.0, 0.13636363636363635, 0.13636363636363635, 0.0, 0.045454545454545456, 0.6818181818181818]"
682,"[0.09090909090909091, 0.15151515151515152, 0.09090909090909091, 0.0, 0.0, 0.6666666666666666]"
3207,"[0.48598130841121495, 0.040498442367601244, 0.018691588785046728, 0.1277258566978193, 0.009345794392523364, 0.3177570093457944]"
1270,"[0.1546134663341646, 0.22443890274314215, 0.00997506234413965, 0.09476309226932668, 0.0024937655860349127, 0.513715710723192]"
721,"[0.3633310946944258, 0.16856950973807924, 0.017461383478844864, 0.016118200134318333, 0.007387508394895903, 0.4271323035594359]"
1716,"[0.06153846153846154, 0.03076923076923077, 0.046153846153846156, 0.046153846153846156, 0.0, 0.8153846153846154]"
1811,"[0.0, 0.0, 0.21428571428571427, 0.0, 0.07142857142857142, 0.7142857142857143]"
1824,"[0.7333333333333333, 0.0, 0.0, 0.0, 0.0, 0.26666666666666666]"
3447,"[0.021739130434782608, 0.10869565217391304, 0.2391304347826087, 0.21739130434782608, 0.021739130434782608, 0.391304347826087]"
406,"[0.125, 0.0, 0.0, 0.0, 0.08333333333333333, 0.7916666666666666]"
1873,"[0.011299435028248588, 0.11299435028248588, 0.7231638418079096, 0.0, 0.0, 0.15254237288135594]"
3621,"[0.0, 0.25, 0.0, 0.0, 0.0, 0.75]"
1392,"[0.21951219512195122, 0.12195121951219512, 0.0, 0.0, 0.36585365853658536, 0.2926829268292683]"
